Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Brian,2020-11-29 00:33:02,00:04:12,,The Haunting of Hill House: Season 1: Steven Sees a Ghost (Episode 1),,Apple iPad 5th Gen (Wi-Fi) iPad,00:03:10,Not latest view,GB (United Kingdom)
Brian,2020-11-22 04:12:58,00:04:08,,Orphan,,Apple iPad 5th Gen (Wi-Fi) iPad,00:05:23,00:05:23,GB (United Kingdom)
Brian,2020-11-22 04:12:00,00:00:35,,Orphan,,Apple iPad 5th Gen (Wi-Fi) iPad,00:01:15,Not latest view,GB (United Kingdom)
Brian,2020-11-22 03:27:23,00:41:44,,Paranormal Activity 3,,Apple iPad 5th Gen (Wi-Fi) iPad,00:41:34,00:41:34,GB (United Kingdom)
Brian,2020-11-22 02:21:18,00:00:04,,The Crown: Season 1: Wolferton Splash (Episode 1),,Apple iPad 5th Gen (Wi-Fi) iPad,00:00:05,00:00:05,GB (United Kingdom)
Brian,2020-11-22 01:21:00,00:39:19,,Annabelle,,Apple iPad 5th Gen (Wi-Fi) iPad,01:34:50,01:34:50,GB (United Kingdom)
Brian,2020-11-16 03:40:44,01:33:05,,The Social Dilemma,,Apple iPad 5th Gen (Wi-Fi) iPad,01:29:46,01:29:46,GB (United Kingdom)
Brian,2020-11-16 03:40:07,00:00:01,,The Social Dilemma,,Apple iPad 5th Gen (Wi-Fi) iPad,00:00:01,Not latest view,GB (United Kingdom)
Brian,2020-11-14 01:03:33,00:46:19,,Annabelle,,Apple iPad 5th Gen (Wi-Fi) iPad,00:55:51,Not latest view,GB (United Kingdom)
Brian,2020-11-14 01:00:56,00:02:09,,Annabelle,,Apple iPad 5th Gen (Wi-Fi) iPad,00:03:55,Not latest view,GB (United Kingdom)
Brian,2020-11-14 01:00:36,00:00:02,,Orphan,,Apple iPad 5th Gen (Wi-Fi) iPad,00:00:02,Not latest view,GB (United Kingdom)
Brian,2020-11-13 06:56:08,01:48:17,,The Conjuring,,Apple iPad 5th Gen (Wi-Fi) iPad,01:48:07,01:48:07,GB (United Kingdom)
Brian,2020-11-09 11:30:57,00:00:06,,Look Away,,Chrome PC (Cadmium),01:43:35,01:43:35,GB (United Kingdom)
Brian,2020-11-05 23:19:58,00:12:23,,Sword Art Online the Movie: Ordinal Scale,,Apple iPad 5th Gen (Wi-Fi) iPad,00:11:15,00:11:15,GB (United Kingdom)
Brian,2020-11-05 04:58:55,00:16:11,,Scream: Season 1: Pilot (Episode 1),,Apple iPad 5th Gen (Wi-Fi) iPad,00:16:11,00:16:11,GB (United Kingdom)
Brian,2020-11-05 04:57:15,00:00:05,,The End of the F***ing World: Season 2: Episode 1,,Apple iPad 5th Gen (Wi-Fi) iPad,00:00:35,00:00:35,GB (United Kingdom)
Brian,2020-11-05 04:52:09,00:02:13,,Slender Man,,Apple iPad 5th Gen (Wi-Fi) iPad,00:02:14,00:02:14,GB (United Kingdom)
Brian,2020-11-05 04:48:51,00:01:33,,Sex Education: Season 1: Episode 2,,Apple iPad 5th Gen (Wi-Fi) iPad,00:27:48,00:27:48,GB (United Kingdom)
Brian,2020-10-26 02:06:04,01:18:35,,Hush,,Apple iPad 5th Gen (Wi-Fi) iPad,01:18:35,01:18:35,GB (United Kingdom)
Brian,2020-10-26 02:03:08,00:01:11,,Sword Art Online the Movie: Ordinal Scale,,Apple iPad 5th Gen (Wi-Fi) iPad,00:01:12,Not latest view,GB (United Kingdom)
Brian,2020-10-26 02:01:10,00:00:05,,The Possession of Hannah Grace,,Apple iPad 5th Gen (Wi-Fi) iPad,00:00:05,00:00:05,GB (United Kingdom)
Brian,2020-10-24 01:59:29,00:26:14,,Sex Education: Season 1: Episode 2,,Apple iPad 5th Gen (Wi-Fi) iPad,00:26:15,Not latest view,GB (United Kingdom)
Brian,2020-10-21 03:22:52,00:18:41,,The End of the F***ing World: Season 1: Episode 8,,Apple iPad 5th Gen (Wi-Fi) iPad,00:18:49,00:18:49,GB (United Kingdom)
Brian,2020-10-21 03:02:20,00:20:31,,The End of the F***ing World: Season 1: Episode 7,,Apple iPad 5th Gen (Wi-Fi) iPad,00:20:38,00:20:38,GB (United Kingdom)
Brian,2020-10-21 02:40:44,00:21:35,,The End of the F***ing World: Season 1: Episode 6,,Apple iPad 5th Gen (Wi-Fi) iPad,00:21:42,00:21:42,GB (United Kingdom)
Brian,2020-10-21 02:20:56,00:19:46,,The End of the F***ing World: Season 1: Episode 5,,Apple iPad 5th Gen (Wi-Fi) iPad,00:19:54,00:19:54,GB (United Kingdom)
Brian,2020-10-21 02:00:23,00:20:30,,The End of the F***ing World: Season 1: Episode 4,,Apple iPad 5th Gen (Wi-Fi) iPad,00:20:28,00:20:28,GB (United Kingdom)
Brian,2020-10-21 01:39:36,00:20:45,,The End of the F***ing World: Season 1: Episode 3,,Apple iPad 5th Gen (Wi-Fi) iPad,00:20:50,00:20:50,GB (United Kingdom)
Brian,2020-10-19 04:35:08,00:00:08,,The End of the F***ing World: Season 1: Episode 3,,Apple iPad 5th Gen (Wi-Fi) iPad,00:00:15,Not latest view,GB (United Kingdom)
Brian,2020-10-19 04:14:10,00:20:56,,The End of the F***ing World: Season 1: Episode 2,,Apple iPad 5th Gen (Wi-Fi) iPad,00:21:03,00:21:03,GB (United Kingdom)
Brian,2020-10-19 03:54:13,00:18:04,,The End of the F***ing World: Season 1: Episode 1,,Apple iPad 5th Gen (Wi-Fi) iPad,00:17:54,00:17:54,GB (United Kingdom)
Brian,2020-10-19 03:51:33,00:00:45,,Spirited Away,,Apple iPad 5th Gen (Wi-Fi) iPad,00:00:45,00:00:45,GB (United Kingdom)
Brian,2020-10-19 03:37:32,00:11:51,,The Devil All The Time,,Apple iPad 5th Gen (Wi-Fi) iPad,00:11:51,00:11:51,GB (United Kingdom)
Brian,2020-10-16 12:34:50,00:35:04,,Ali G Indahouse,,Apple iPad 5th Gen (Wi-Fi) iPad,01:22:56,01:22:56,GB (United Kingdom)
Brian,2020-10-16 03:23:12,00:11:38,Autoplayed: user action: None; ,After Life: Season 1: Episode 2,,Apple iPad 5th Gen (Wi-Fi) iPad,00:11:48,00:11:48,GB (United Kingdom)
Brian,2020-10-16 02:55:53,00:27:12,,After Life: Season 1: Episode 1,,Apple iPad 5th Gen (Wi-Fi) iPad,00:27:05,00:27:05,GB (United Kingdom)
Brian,2020-10-14 02:11:21,00:47:42,,Ali G Indahouse,,Apple iPad 5th Gen (Wi-Fi) iPad,00:47:52,Not latest view,GB (United Kingdom)
Brian,2020-10-08 02:14:48,00:50:32,,Sex Education: Season 1: Episode 1,,Apple iPad 5th Gen (Wi-Fi) iPad,00:50:33,00:50:33,GB (United Kingdom)
Brian,2020-10-08 02:10:08,00:00:06,,Tokyo Ghoul: Season 1: Ghoul (Episode 12),,Apple iPad 5th Gen (Wi-Fi) iPad,00:21:58,00:21:58,GB (United Kingdom)
Brian,2020-10-07 03:48:54,01:07:24,,The Last: Naruto the Movie,,Apple iPad 5th Gen (Wi-Fi) iPad,01:07:14,01:07:14,GB (United Kingdom)
Brian,2020-10-07 03:41:53,00:06:36,,Naruto the Movie 2: Legend of the Stone of Gelel,,Apple iPad 5th Gen (Wi-Fi) iPad,00:06:35,00:06:35,GB (United Kingdom)
Brian,2020-10-07 03:33:59,00:04:08,,Tokyo Ghoul: Season 1: Ghoul (Episode 12),,Apple iPad 5th Gen (Wi-Fi) iPad,00:21:52,Not latest view,GB (United Kingdom)
Brian,2020-10-07 01:32:52,01:40:48,,Halloween,,Apple iPad 5th Gen (Wi-Fi) iPad,01:45:48,01:45:48,GB (United Kingdom)
Brian,2020-10-04 00:10:49,01:16:24,,Sinister,,Apple iPad 5th Gen (Wi-Fi) iPad,01:34:00,01:34:00,GB (United Kingdom)
Brian,2020-10-04 00:03:15,00:05:00,,The Conjuring,,Apple iPad 5th Gen (Wi-Fi) iPad,00:05:01,Not latest view,GB (United Kingdom)
Brian,2020-08-06 23:27:05,01:38:03,,Boruto: Naruto the Movie,,Youview British Telecom DTR-T2100 Set Top Box,01:35:35,01:35:35,GB (United Kingdom)
Brian,2020-08-06 20:37:40,01:29:58,,"As Above, So Below",,Youview British Telecom DTR-T2100 Set Top Box,01:29:58,01:29:58,GB (United Kingdom)
Brian,2020-08-06 00:39:10,00:06:22,,Naruto Shippuden: The Movie: The Lost Tower,,Apple iPad 5th Gen (Wi-Fi) iPad,00:58:17,00:58:17,GB (United Kingdom)
Brian,2020-08-05 23:54:44,00:40:47,,Naruto Shippûden the Movie: Bonds,,Apple iPad 5th Gen (Wi-Fi) iPad,01:32:23,01:32:23,GB (United Kingdom)
Brian,2020-08-05 23:52:16,00:01:03,,Naruto the Movie 2: Legend of the Stone of Gelel,,Apple iPad 5th Gen (Wi-Fi) iPad,00:06:54,Not latest view,GB (United Kingdom)
Brian,2020-07-25 19:53:17,01:28:35,,Insidious,,Youview British Telecom DTR-T2100 Set Top Box,01:29:49,01:29:49,GB (United Kingdom)
Brian,2020-06-19 12:02:04,00:10:57,,Conversations with a Killer: The Ted Bundy Tapes: Limited Series: One of Us (Episode 2),,Apple iPad 5th Gen (Wi-Fi) iPad,00:11:42,00:11:42,GB (United Kingdom)
Brian,2020-06-19 11:01:56,00:54:12,,Conversations with a Killer: The Ted Bundy Tapes: Limited Series: Handsome Devil (Episode 1),,Apple iPad 5th Gen (Wi-Fi) iPad,00:52:42,00:52:42,GB (United Kingdom)
Brian,2020-06-15 23:27:21,00:16:50,,Naruto Shippûden the Movie: The Will of Fire,,Apple iPad 5th Gen (Wi-Fi) iPad,00:14:48,00:14:48,GB (United Kingdom)
Brian,2020-06-06 23:57:29,00:26:51,,Road To Ninja -Naruto The movie-,,Apple iPad 5th Gen (Wi-Fi) iPad,01:50:15,01:50:15,GB (United Kingdom)
Brian,2020-06-06 13:16:57,00:31:10,,Road To Ninja -Naruto The movie-,,Apple iPad 5th Gen (Wi-Fi) iPad,01:23:24,Not latest view,GB (United Kingdom)
Brian,2020-06-06 13:16:39,00:00:09,,Road To Ninja -Naruto The movie-,,Apple iPad 5th Gen (Wi-Fi) iPad,00:53:24,Not latest view,GB (United Kingdom)
Brian,2020-06-05 23:49:51,00:57:36,,Road To Ninja -Naruto The movie-,,Apple iPad 5th Gen (Wi-Fi) iPad,00:54:53,Not latest view,GB (United Kingdom)
Brian,2020-06-05 23:49:35,00:00:02,,Road To Ninja -Naruto The movie-,,Apple iPad 5th Gen (Wi-Fi) iPad,00:00:03,Not latest view,GB (United Kingdom)
Brian,2020-06-05 23:48:35,00:00:22,,Naruto Shippuden: The Movie,,Apple iPad 5th Gen (Wi-Fi) iPad,00:09:17,00:09:17,GB (United Kingdom)
Brian,2020-06-01 00:39:42,00:07:21,,The First Purge,,Apple iPad 5th Gen (Wi-Fi) iPad,01:07:37,01:07:37,GB (United Kingdom)
Brian,2020-06-01 00:24:34,00:04:08,,The First Purge,,Apple iPad 5th Gen (Wi-Fi) iPad,00:54:56,Not latest view,GB (United Kingdom)
Brian,2020-05-31 23:39:24,00:01:00,,The First Purge,,Apple iPad 5th Gen (Wi-Fi) iPad,00:08:34,Not latest view,GB (United Kingdom)
Brian,2020-05-31 23:27:14,00:00:43,,The Purge,,Apple iPad 5th Gen (Wi-Fi) iPad,00:01:35,00:01:35,GB (United Kingdom)
Brian,2020-05-31 23:24:48,00:00:18,,The Purge,,Apple iPad 5th Gen (Wi-Fi) iPad,00:00:19,Not latest view,GB (United Kingdom)
Brian,2020-05-26 23:38:45,00:00:54,,Stranger Things: Season 1: Chapter One: The Vanishing of Will Byers (Episode 1),,Apple iPad 5th Gen (Wi-Fi) iPad,00:00:41,00:00:41,GB (United Kingdom)
Brian,2020-05-25 00:34:41,01:05:24,Autoplayed: user action: None; ,Peaky Blinders: Season 5: Mr Jones (Episode 6),,Apple iPad 5th Gen (Wi-Fi) iPad,01:04:38,Not latest view,GB (United Kingdom)
Brian,2020-05-24 23:53:32,00:40:38,,Peaky Blinders: Season 5: The Shock (Episode 5),,Apple iPad 5th Gen (Wi-Fi) iPad,00:54:05,Not latest view,GB (United Kingdom)
Brian,2020-05-23 11:37:42,00:13:52,Autoplayed: user action: None; ,Peaky Blinders: Season 5: The Shock (Episode 5),,Apple iPad 5th Gen (Wi-Fi) iPad,00:13:57,Not latest view,GB (United Kingdom)
Brian,2020-05-23 10:38:58,00:50:41,,Peaky Blinders: Season 5: The Loop (Episode 4),,Apple iPad 5th Gen (Wi-Fi) iPad,00:56:12,Not latest view,GB (United Kingdom)
Brian,2020-05-23 01:07:04,00:05:46,Autoplayed: user action: None; ,Peaky Blinders: Season 5: The Loop (Episode 4),,Apple iPad 5th Gen (Wi-Fi) iPad,00:05:51,Not latest view,GB (United Kingdom)
Brian,2020-05-23 00:10:41,00:56:18,,Peaky Blinders: Season 5: Strategy (Episode 3),,Apple iPad 5th Gen (Wi-Fi) iPad,00:56:13,Not latest view,GB (United Kingdom)
Brian,2020-05-22 23:54:29,00:16:11,,Peaky Blinders: Season 5: Black Cats (Episode 2),,Apple iPad 5th Gen (Wi-Fi) iPad,00:56:24,Not latest view,GB (United Kingdom)
Brian,2020-05-22 00:25:42,00:15:42,,Peaky Blinders: Season 5: Black Cats (Episode 2),,Apple iPad 5th Gen (Wi-Fi) iPad,00:40:13,Not latest view,GB (United Kingdom)
Brian,2020-05-21 23:06:29,00:27:37,,Peaky Blinders: Season 5: Black Cats (Episode 2),,Apple iPad 5th Gen (Wi-Fi) iPad,00:27:33,Not latest view,GB (United Kingdom)
Brian,2020-05-21 22:14:03,00:48:39,,Peaky Blinders: Season 5: Black Tuesday (Episode 1),,Apple iPad 5th Gen (Wi-Fi) iPad,00:54:40,Not latest view,GB (United Kingdom)
Brian,2020-05-21 02:26:29,00:06:58,,Peaky Blinders: Season 5: Black Tuesday (Episode 1),,Apple iPad 5th Gen (Wi-Fi) iPad,00:06:51,Not latest view,GB (United Kingdom)
Brian,2020-05-21 01:30:21,00:56:06,,Peaky Blinders: Season 4: The Company (Episode 6),,Apple iPad 5th Gen (Wi-Fi) iPad,00:55:56,00:55:56,GB (United Kingdom)
Brian,2020-05-21 00:31:46,00:58:12,,Peaky Blinders: Season 4: The Duel (Episode 5),,Apple iPad 5th Gen (Wi-Fi) iPad,00:56:41,00:56:41,GB (United Kingdom)
Brian,2020-05-20 23:33:57,00:57:42,,Peaky Blinders: Season 4: Dangerous (Episode 4),,Apple iPad 5th Gen (Wi-Fi) iPad,00:56:28,00:56:28,GB (United Kingdom)
Brian,2020-05-20 01:20:12,00:00:04,,Peaky Blinders: Season 4: Dangerous (Episode 4),,Apple iPad 5th Gen (Wi-Fi) iPad,00:00:05,Not latest view,GB (United Kingdom)
Brian,2020-05-20 00:20:52,00:59:14,,Peaky Blinders: Season 4: Blackbird (Episode 3),,Apple iPad 5th Gen (Wi-Fi) iPad,00:58:14,00:58:14,GB (United Kingdom)
Brian,2020-05-19 23:19:28,00:58:01,Autoplayed: user action: None; ,Peaky Blinders: Season 4: Heathens (Episode 2),,Apple iPad 5th Gen (Wi-Fi) iPad,00:56:51,00:56:51,GB (United Kingdom)
Brian,2020-05-19 22:40:33,00:38:48,,Peaky Blinders: Season 4: The Noose (Episode 1),,Apple iPad 5th Gen (Wi-Fi) iPad,00:57:24,00:57:24,GB (United Kingdom)
Brian,2020-05-19 22:40:22,00:00:01,,Peaky Blinders: Season 4: The Noose (Episode 1),,Apple iPad 5th Gen (Wi-Fi) iPad,00:20:07,Not latest view,GB (United Kingdom)
Brian,2020-05-19 02:21:34,00:20:45,,Peaky Blinders: Season 4: The Noose (Episode 1),,Apple iPad 5th Gen (Wi-Fi) iPad,00:20:05,Not latest view,GB (United Kingdom)
Brian,2020-05-19 01:23:49,00:57:18,,Peaky Blinders: Season 3: Episode 6,,Apple iPad 5th Gen (Wi-Fi) iPad,00:56:49,00:56:49,GB (United Kingdom)
Brian,2020-05-19 00:28:15,00:55:24,Autoplayed: user action: None; ,Peaky Blinders: Season 3: Episode 5,,Apple iPad 5th Gen (Wi-Fi) iPad,00:55:25,00:55:25,GB (United Kingdom)
Brian,2020-05-18 23:27:00,00:54:33,,Peaky Blinders: Season 3: Episode 4,,Apple iPad 5th Gen (Wi-Fi) iPad,00:53:56,00:53:56,GB (United Kingdom)
Brian,2020-05-13 00:59:29,00:01:14,,Peaky Blinders: Season 3: Episode 4,,Apple iPad 5th Gen (Wi-Fi) iPad,00:01:15,Not latest view,GB (United Kingdom)
Brian,2020-05-13 00:01:21,00:57:45,Autoplayed: user action: None; ,Peaky Blinders: Season 3: Episode 3,,Apple iPad 5th Gen (Wi-Fi) iPad,00:57:26,00:57:26,GB (United Kingdom)
Brian,2020-05-12 23:59:10,00:02:01,,Peaky Blinders: Season 3: Episode 2,,Apple iPad 5th Gen (Wi-Fi) iPad,00:57:04,00:57:04,GB (United Kingdom)
Brian,2020-05-09 10:14:59,00:57:19,,Peaky Blinders: Season 3: Episode 2,,Apple iPad 5th Gen (Wi-Fi) iPad,00:55:23,Not latest view,GB (United Kingdom)
Brian,2020-05-09 10:14:50,00:00:03,,Peaky Blinders: Season 3: Episode 2,,Apple iPad 5th Gen (Wi-Fi) iPad,00:00:04,Not latest view,GB (United Kingdom)
Brian,2020-05-07 23:38:10,00:57:32,,Peaky Blinders: Season 3: Episode 1,,Apple iPad 5th Gen (Wi-Fi) iPad,00:55:12,Not latest view,GB (United Kingdom)
Brian,2020-05-07 01:46:34,00:00:03,,Peaky Blinders: Season 3: Episode 1,,Apple iPad 5th Gen (Wi-Fi) iPad,00:00:04,Not latest view,GB (United Kingdom)
Brian,2020-05-07 00:47:13,00:58:45,Autoplayed: user action: None; ,Peaky Blinders: Season 2: Episode 6,,Apple iPad 5th Gen (Wi-Fi) iPad,00:58:26,Not latest view,GB (United Kingdom)
Brian,2020-05-06 23:48:55,00:58:11,,Peaky Blinders: Season 2: Episode 5,,Apple iPad 5th Gen (Wi-Fi) iPad,00:57:41,Not latest view,GB (United Kingdom)
Brian,2020-05-06 23:45:12,00:03:41,,Peaky Blinders: Season 2: Episode 4,,Apple iPad 5th Gen (Wi-Fi) iPad,00:57:22,Not latest view,GB (United Kingdom)
Brian,2020-05-06 11:01:32,00:53:50,,Peaky Blinders: Season 2: Episode 4,,Apple iPad 5th Gen (Wi-Fi) iPad,00:53:40,Not latest view,GB (United Kingdom)
Brian,2020-05-06 01:28:07,01:00:23,,Peaky Blinders: Season 2: Episode 3,,Apple iPad 5th Gen (Wi-Fi) iPad,00:58:11,Not latest view,GB (United Kingdom)
Brian,2020-05-06 00:30:29,00:57:36,,Peaky Blinders: Season 2: Episode 2,,Apple iPad 5th Gen (Wi-Fi) iPad,00:57:37,Not latest view,GB (United Kingdom)
Brian,2020-05-05 23:59:58,00:21:18,,Peaky Blinders: Season 2: Episode 1,,Apple iPad 5th Gen (Wi-Fi) iPad,00:58:31,Not latest view,GB (United Kingdom)
Brian,2020-05-03 11:09:08,00:41:03,Autoplayed: user action: None; ,Peaky Blinders: Season 2: Episode 1,,Apple iPad 5th Gen (Wi-Fi) iPad,00:39:34,Not latest view,GB (United Kingdom)
Brian,2020-05-03 10:11:13,00:53:48,,Peaky Blinders: Season 1: Episode 6,,Apple iPad 5th Gen (Wi-Fi) iPad,00:53:34,Not latest view,GB (United Kingdom)
Brian,2020-05-03 00:46:28,00:00:08,,Peaky Blinders: Season 1: Episode 6,,Apple iPad 5th Gen (Wi-Fi) iPad,00:00:09,Not latest view,GB (United Kingdom)
Brian,2020-05-02 23:47:50,00:56:56,,Peaky Blinders: Season 1: Episode 5,,Apple iPad 5th Gen (Wi-Fi) iPad,00:55:56,Not latest view,GB (United Kingdom)
Brian,2020-05-02 23:00:54,00:37:03,,Peaky Blinders: Season 1: Episode 4,,Apple iPad 5th Gen (Wi-Fi) iPad,00:57:54,Not latest view,GB (United Kingdom)
Brian,2020-04-27 00:34:56,00:03:19,,After Life: Season 2: Episode 6,,Apple iPad 5th Gen (Wi-Fi) iPad,00:03:32,00:03:32,GB (United Kingdom)
Brian,2020-04-27 00:31:55,00:01:38,,After Life: Season 2: Episode 5,,Apple iPad 5th Gen (Wi-Fi) iPad,00:24:46,00:24:46,GB (United Kingdom)
Brian,2020-04-27 00:27:13,00:02:46,,After Life: Season 2: Episode 4,,Apple iPad 5th Gen (Wi-Fi) iPad,00:25:41,00:25:41,GB (United Kingdom)
Brian,2020-04-27 00:27:03,00:00:04,,After Life: Season 2: Episode 6,,Apple iPad 5th Gen (Wi-Fi) iPad,00:00:04,Not latest view,GB (United Kingdom)
Brian,2020-04-27 00:25:32,00:01:04,,After Life: Season 2: Episode 3,,Apple iPad 5th Gen (Wi-Fi) iPad,00:28:50,00:28:50,GB (United Kingdom)
Brian,2020-04-27 00:22:46,00:02:25,,After Life: Season 2: Episode 2,,Apple iPad 5th Gen (Wi-Fi) iPad,00:25:18,00:25:18,GB (United Kingdom)
Brian,2020-04-27 00:19:24,00:01:57,,After Life: Season 2: Episode 1,,Apple iPad 5th Gen (Wi-Fi) iPad,00:18:44,00:18:44,GB (United Kingdom)
Brian,2020-04-27 00:19:09,00:00:07,,After Life: Season 2: Episode 2,,Apple iPad 5th Gen (Wi-Fi) iPad,00:00:07,Not latest view,GB (United Kingdom)
Brian,2020-04-27 00:18:29,00:00:02,,After Life: Season 1: Episode 2,,Apple iPad 5th Gen (Wi-Fi) iPad,00:20:42,Not latest view,GB (United Kingdom)
Brian,2020-04-26 12:46:54,00:22:20,Autoplayed: user action: None; ,Peaky Blinders: Season 1: Episode 4,,Apple iPad 5th Gen (Wi-Fi) iPad,00:22:11,Not latest view,GB (United Kingdom)
Brian,2020-04-26 11:47:48,00:54:53,,Peaky Blinders: Season 1: Episode 3,,Apple iPad 5th Gen (Wi-Fi) iPad,00:54:40,Not latest view,GB (United Kingdom)
Brian,2020-04-26 09:59:48,00:00:01,,Peaky Blinders: Season 1: Episode 3,,Apple iPad 5th Gen (Wi-Fi) iPad,00:00:02,Not latest view,GB (United Kingdom)
Brian,2020-04-26 09:32:50,00:26:25,,Peaky Blinders: Season 1: Episode 2,,Apple iPad 5th Gen (Wi-Fi) iPad,00:57:37,Not latest view,GB (United Kingdom)
Brian,2020-04-26 00:09:19,00:32:01,,Peaky Blinders: Season 1: Episode 2,,Apple iPad 5th Gen (Wi-Fi) iPad,00:32:02,Not latest view,GB (United Kingdom)
Brian,2020-04-25 22:45:54,00:58:38,,Peaky Blinders: Season 1: Episode 1,,Apple iPad 5th Gen (Wi-Fi) iPad,00:56:37,Not latest view,GB (United Kingdom)
Brian,2020-04-25 02:01:02,00:29:29,Autoplayed: user action: None; ,After Life: Season 2: Episode 6,,Apple iPad 5th Gen (Wi-Fi) iPad,00:30:09,Not latest view,GB (United Kingdom)
Brian,2020-04-25 01:34:19,00:26:40,Autoplayed: user action: None; ,After Life: Season 2: Episode 5,,Apple iPad 5th Gen (Wi-Fi) iPad,00:26:50,Not latest view,GB (United Kingdom)
Brian,2020-04-25 01:09:23,00:24:54,,After Life: Season 2: Episode 4,,Apple iPad 5th Gen (Wi-Fi) iPad,00:25:04,Not latest view,GB (United Kingdom)
Brian,2020-04-25 00:37:24,00:29:28,Autoplayed: user action: None; ,After Life: Season 2: Episode 3,,Apple iPad 5th Gen (Wi-Fi) iPad,00:29:18,Not latest view,GB (United Kingdom)
Brian,2020-04-25 00:27:05,00:10:17,,After Life: Season 2: Episode 2,,Apple iPad 5th Gen (Wi-Fi) iPad,00:25:52,Not latest view,GB (United Kingdom)
Brian,2020-04-24 11:58:00,00:01:43,,After Life: Season 2: Episode 2,,Apple iPad 5th Gen (Wi-Fi) iPad,00:15:34,Not latest view,GB (United Kingdom)
Brian,2020-04-24 11:46:00,00:10:34,,After Life: Season 2: Episode 2,,Apple iPad 5th Gen (Wi-Fi) iPad,00:14:51,Not latest view,GB (United Kingdom)
Brian,2020-04-24 10:29:34,00:05:38,Autoplayed: user action: None; ,After Life: Season 2: Episode 2,,Apple iPad 5th Gen (Wi-Fi) iPad,00:04:57,Not latest view,GB (United Kingdom)
Brian,2020-04-24 10:03:51,00:25:42,,After Life: Season 2: Episode 1,,Apple iPad 5th Gen (Wi-Fi) iPad,00:25:42,Not latest view,GB (United Kingdom)
Brian,2020-04-24 10:03:39,00:00:02,,After Life: Season 1: Episode 4,,Apple iPad 5th Gen (Wi-Fi) iPad,00:25:00,00:25:00,GB (United Kingdom)
Brian,2020-04-19 00:20:58,00:00:02,,Castlevania: Season 1: Labyrinth (Episode 3),,Apple iPad 5th Gen (Wi-Fi) iPad,00:00:02,00:00:02,GB (United Kingdom)
Brian,2020-04-18 23:58:08,00:22:23,,Castlevania: Season 1: Necropolis (Episode 2),,Apple iPad 5th Gen (Wi-Fi) iPad,00:21:47,00:21:47,GB (United Kingdom)
Brian,2020-04-18 23:58:02,00:00:01,,Castlevania: Season 1: Labyrinth (Episode 3),,Apple iPad 5th Gen (Wi-Fi) iPad,00:15:50,Not latest view,GB (United Kingdom)
Brian,2020-04-18 23:57:52,00:00:07,,Castlevania: Season 1: Necropolis (Episode 2),,Apple iPad 5th Gen (Wi-Fi) iPad,00:21:45,Not latest view,GB (United Kingdom)
Brian,2020-04-18 23:31:21,00:24:01,,Castlevania: Season 1: Witchbottle (Episode 1),,Apple iPad 5th Gen (Wi-Fi) iPad,00:23:31,00:23:31,GB (United Kingdom)
Brian,2019-12-22 19:57:05,00:00:03,,The Witcher: Season 1: The End’s Beginning (Episode 1),,Youview British Telecom DTR-T2100 Set Top Box,00:00:03,00:00:03,GB (United Kingdom)
Brian,2019-12-22 18:58:42,00:57:01,,The Witcher: Season 1: Much More (Episode 8),,Youview British Telecom DTR-T2100 Set Top Box,00:57:07,00:57:07,GB (United Kingdom)
Brian,2019-12-22 18:13:41,00:44:57,,The Witcher: Season 1: Before a Fall (Episode 7),,Youview British Telecom DTR-T2100 Set Top Box,00:45:03,00:45:03,GB (United Kingdom)
Brian,2019-12-22 17:43:15,00:27:05,,The Witcher: Season 1: Rare Species (Episode 6),,Youview British Telecom DTR-T2100 Set Top Box,00:57:25,00:57:25,GB (United Kingdom)
Brian,2019-12-21 16:34:32,00:30:14,Autoplayed: user action: None; ,The Witcher: Season 1: Rare Species (Episode 6),,Apple iPad 5th Gen (Wi-Fi) iPad,00:30:21,Not latest view,GB (United Kingdom)
Brian,2019-12-21 16:30:35,00:03:55,,The Witcher: Season 1: Bottled Appetites (Episode 5),,Apple iPad 5th Gen (Wi-Fi) iPad,00:56:42,00:56:42,GB (United Kingdom)
Brian,2019-12-21 15:30:59,00:53:00,Autoplayed: user action: None; ,The Witcher: Season 1: Bottled Appetites (Episode 5),,Apple iPad 5th Gen (Wi-Fi) iPad,00:52:47,Not latest view,GB (United Kingdom)
Brian,2019-12-21 15:17:37,00:13:19,,"The Witcher: Season 1: Of Banquets, Bastards and Burials (Episode 4)",,Apple iPad 5th Gen (Wi-Fi) iPad,00:59:42,00:59:42,GB (United Kingdom)
Brian,2019-12-21 13:20:53,00:44:48,,"The Witcher: Season 1: Of Banquets, Bastards and Burials (Episode 4)",,Apple iPad 5th Gen (Wi-Fi) iPad,00:46:23,Not latest view,GB (United Kingdom)
Brian,2019-12-20 20:40:21,00:02:19,,"The Witcher: Season 1: Of Banquets, Bastards and Burials (Episode 4)",,Youview British Telecom DTR-T2100 Set Top Box,00:02:25,Not latest view,GB (United Kingdom)
Brian,2019-12-20 19:29:35,01:04:52,,The Witcher: Season 1: Betrayer Moon (Episode 3),,Youview British Telecom DTR-T2100 Set Top Box,01:04:48,01:04:48,GB (United Kingdom)
